[H[2J[3J----------------  -------  -----------  ------------  -------------  --------------
Fitness type      Mu Size  Lambda Size  Mutation STD  Mutation Rate  Crossover Rate
himmelblau_task3  100      100          1             0.01           0.6
----------------  -------  -----------  ------------  -------------  --------------
########################################################################################
Generation 	 Candidate Evals 	 Best Fit 	 Average Fit 	 % same 	
272 		 54500 			 0.2990 	 79.4740 	 30.0000 %
273 		 54700 			 0.5081 	 81.8718 	 43.0000 %
274 		 54900 			 0.3598 	 89.1177 	 35.0000 %
275 		 55100 			 0.3541 	 77.8384 	 29.0000 %
276 		 55300 			 0.5549 	 69.8285 	 40.0000 %
277 		 55500 			 0.2235 	 73.6099 	 46.0000 %
278 		 55700 			 0.0136 	 80.4331 	 32.0000 %
279 		 55900 			 1.7592 	 78.4508 	 38.0000 %
280 		 56100 			 2.7276 	 89.0275 	 29.0000 %
281 		 56300 			 2.8732 	 83.0405 	 38.0000 %
282 		 56500 			 0.0197 	 82.6752 	 27.0000 %
283 		 56700 			 0.0197 	 80.3235 	 39.0000 %
284 		 56900 			 0.0197 	 69.3590 	 28.0000 %
285 		 57100 			 0.0197 	 66.4620 	 42.0000 %
286 		 57300 			 0.0034 	 58.0483 	 43.0000 %
287 		 57500 			 0.0034 	 61.5031 	 48.0000 %
288 		 57700 			 4.4185 	 70.8683 	 39.0000 %
289 		 57900 			 1.9839 	 66.3018 	 36.0000 %
290 		 58100 			 5.0078 	 64.6619 	 40.0000 %
291 		 58300 			 4.7856 	 58.3112 	 31.0000 %
292 		 58500 			 2.4919 	 62.0701 	 50.0000 %
293 		 58700 			 6.0982 	 65.7740 	 40.0000 %
294 		 58900 			 5.0576 	 70.7661 	 42.0000 %
295 		 59100 			 3.1223 	 84.3000 	 48.0000 %
296 		 59300 			 4.2797 	 89.0796 	 45.0000 %
297 		 59500 			 3.6496 	 86.6056 	 49.0000 %
298 		 59700 			 3.6496 	 87.6201 	 42.0000 %
299 		 59900 			 0.6980 	 89.6373 	 36.0000 %
300 		 60100 			 5.2980 	 99.4186 	 44.0000 %
301 		 60300 			 0.1389 	 109.4806 	 36.0000 %
302 		 60500 			 0.1389 	 106.7977 	 42.0000 %
303 		 60700 			 5.0982 	 109.1136 	 36.0000 %
304 		 60900 			 5.5930 	 112.7480 	 37.0000 %
305 		 61100 			 0.0005 	 98.3400 	 37.0000 %
306 		 61300 			 2.7307 	 105.2606 	 44.0000 %
307 		 61500 			 12.1130 	 105.8322 	 37.0000 %
308 		 61700 			 6.9777 	 105.6194 	 44.0000 %
309 		 61900 			 4.9390 	 116.1555 	 30.0000 %
310 		 62100 			 2.4556 	 112.7000 	 43.0000 %
311 		 62300 			 1.0940 	 123.2602 	 35.0000 %
312 		 62500 			 1.9106 	 129.9670 	 40.0000 %
313 		 62700 			 1.4349 	 141.3289 	 40.0000 %
314 		 62900 			 0.3737 	 111.7027 	 34.0000 %
315 		 63100 			 1.4349 	 121.5681 	 38.0000 %
316 		 63300 			 1.9529 	 127.3203 	 38.0000 %
317 		 63500 			 2.4919 	 120.1420 	 47.0000 %
318 		 63700 			 6.9870 	 132.0125 	 24.0000 %
319 		 63900 			 0.8459 	 149.4113 	 46.0000 %
320 		 64100 			 4.0787 	 145.7320 	 38.0000 %
321 		 64300 			 0.5736 	 155.5411 	 37.0000 %
322 		 64500 			 2.4977 	 153.7968 	 39.0000 %
323 		 64700 			 2.4977 	 155.2928 	 38.0000 %
324 		 64900 			 0.5039 	 150.9080 	 34.0000 %
325 		 65100 			 2.4977 	 153.8539 	 34.0000 %
326 		 65300 			 6.9002 	 154.9690 	 50.0000 %
327 		 65500 			 6.9002 	 153.0141 	 51.0000 %
328 		 65700 			 14.0164 	 158.1278 	 34.0000 %
329 		 65900 			 3.2455 	 127.5775 	 33.0000 %
330 		 66100 			 3.5496 	 137.9374 	 29.0000 %
331 		 66300 			 3.5496 	 159.4422 	 35.0000 %
332 		 66500 			 10.9068 	 146.8399 	 32.0000 %
333 		 66700 			 6.1675 	 134.0057 	 38.0000 %
334 		 66900 			 10.3394 	 150.5761 	 46.0000 %
335 		 67100 			 10.3394 	 144.3176 	 45.0000 %
336 		 67300 			 10.3394 	 155.8568 	 44.0000 %
337 		 67500 			 4.9273 	 139.8338 	 50.0000 %
338 		 67700 			 5.4536 	 138.8309 	 43.0000 %
339 		 67900 			 4.9273 	 129.0702 	 43.0000 %
340 		 68100 			 0.7744 	 131.2595 	 30.0000 %
341 		 68300 			 3.2747 	 137.4474 	 35.0000 %
342 		 68500 			 3.2747 	 141.8781 	 36.0000 %
343 		 68700 			 13.8614 	 146.6966 	 47.0000 %
344 		 68900 			 1.2642 	 145.8236 	 35.0000 %
345 		 69100 			 43.8084 	 148.1537 	 39.0000 %
346 		 69300 			 2.5539 	 132.7930 	 40.0000 %
347 		 69500 			 2.2153 	 125.0119 	 39.0000 %
348 		 69700 			 2.4927 	 124.1681 	 37.0000 %
349 		 69900 			 2.1088 	 112.5431 	 48.0000 %
350 		 70100 			 0.9959 	 92.0720 	 33.0000 %
351 		 70300 			 2.2786 	 100.4151 	 41.0000 %
352 		 70500 			 0.9959 	 109.8440 	 52.0000 %
353 		 70700 			 0.9959 	 108.2981 	 48.0000 %
354 		 70900 			 2.9738 	 110.1345 	 45.0000 %
355 		 71100 			 0.8691 	 86.2520 	 47.0000 %
356 		 71300 			 0.6760 	 82.8903 	 38.0000 %
357 		 71500 			 0.9126 	 94.1592 	 43.0000 %
358 		 71700 			 0.1616 	 98.5261 	 44.0000 %
359 		 71900 			 4.6211 	 103.5093 	 36.0000 %
360 		 72100 			 15.2414 	 101.4690 	 42.0000 %
361 		 72300 			 16.8063 	 107.6698 	 39.0000 %
362 		 72500 			 5.0426 	 111.6443 	 51.0000 %
363 		 72700 			 22.8491 	 123.5831 	 40.0000 %
364 		 72900 			 8.0538 	 116.5768 	 55.0000 %
365 		 73100 			 3.8955 	 137.1294 	 37.0000 %
366 		 73300 			 19.6206 	 158.1101 	 41.0000 %
367 		 73500 			 20.1028 	 167.8044 	 48.0000 %
